"單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"橫山鄉新興村1鄰排水溝工程(27-38)","橫山鄉","40","40","一般建築及設備其它公共設施工程","橫山鄉公所","辦理中","-"
"橫山鄉沙坑村14鄰路面改善工程(27-39)","橫山鄉","30","30","一般建築及設備其它公共設施工程","橫山鄉公所","辦理中","-"
"橫山鄉沙坑村12鄰路燈工程(27-40)","橫山鄉","24","24","一般建築及設備其它公共設施工程","橫山鄉公所","辦理中","-"
"北埔鄉南興村城門街光復街口及老市場前新設路燈工程(36-21)","北埔鄉","20","20","一般建築及設備其它公共設施工程","北埔鄉公所","辦理中","-"
"五峰鄉白蘭段設置不銹鋼欄杆(39-20)","五峰鄉","95","95","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"五峰鄉清石道路截水溝工程(39-21)","五峰鄉","95","95","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-五峰鄉桃山段駁坎工程(39-22)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"五峰鄉竹林段飲水設施(39-23)","五峰鄉","200","200","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"五峰鄉竹林村5鄰飲水設施(39-24)","五峰鄉","0","0","一般建築及設備其它公共設施工程","五峰鄉公所","-"
"五峰鄉桃山段3鄰飲水設施(39-25)","五峰鄉","95","95","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"五峰鄉桃山段11鄰飲水設施(39-26)","五峰鄉","95","95","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"竹北市福德社區發展協會(媽媽教室)設備費(1-27)","竹北市","41.4","41.4","一般建築及設備其它公共設施工程","竹北市公所","辦理中","-"
"新竹縣竹北市光明國民小學充實設備費(5-15)","竹北市","148","148","一般建築及設備其它公共設施工程","竹北市公所","辦理中","-"
"新豐鄉青埔村6鄰道路鋪設AC工程(17-14)","新豐鄉","98","98","一般建築及設備其它公共設施工程","新豐鄉公所","辦理中","-"
"五峰鄉大隘村13鄰水泥鋪設工程(39-27)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"尖石鄉秀巒村泰崗7鄰部落飲用及灌溉設施(38-14)","尖石鄉","20","20","一般建築及設備其它公共設施工程","尖石鄉公所","辦理中","-"
"關西鎮新力里2鄰野溪清淤(21-22)","關西鎮","99","99","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"湖口鄉衛生所充實冷氣設備(12-8)","湖口鄉","90","90","一般建築及設備其它公共設施工程","湖口鄉公所","簽核中","-"
"湖口鄉衛生所充實筆記型電腦(12-9)(不予補助)","湖口鄉","0","0","-","湖口鄉公所","-"
"新豐鄉復興街排水溝加蓋工程(18-21)","新豐鄉","60","60","一般建築及設備其它公共設施工程","新豐鄉公所","簽核中","-"
"新豐鄉康樂路1段反射鏡設置(18-22)","新豐鄉","12","12","一般建築及設備其它公共設施工程","新豐鄉公所","簽核中","-"
"新豐鄉衛生所充實設備(20-16)","新豐鄉","17","17","一般建築及設備其它公共設施工程","新豐鄉公所","簽核中","-新竹縣新豐鄉山崎國民小學充實設備(20-17)","新豐鄉","99","99","一般建築及設備其它公共設施工程","新豐鄉公所","簽核中","-"
"關西鎮南和里10鄰改善排水溝工程(21-23)","關西鎮","65","65","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"關西鎮北斗里12鄰莒光街鋪設水泥路面工程(21-24)","關西鎮","60","60","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"新竹縣新埔鎮內立社區發展協會購買花鼓及周邊鐵架設備(25-54)","新埔鎮","98","98","一般建築及設備其它公共設施工程","新埔鎮公所","辦理中","-"
"新埔鎮上寮里大智橋涼亭旁新設路燈乙盞(25-55)","新埔鎮","20","20","一般建築及設備其它公共設施工程","新埔鎮公所","開口契約","坤和工程"
"寶山鄉三峰村三峰一路裝設路燈1盞(35-45)","寶山鄉","15","15","一般建築及設備其它公共設施工程","寶山鄉公所","簽核中","-"
"寶山鄉三峰村三峰一路裝設路燈1盞(35-46)","寶山鄉","15","15","一般建築及設備其它公共設施工程","寶山鄉公所","簽核中","-"
"寶山鄉三峰村三峰路1段裝設路燈1盞(35-47)","寶山鄉","15","15","一般建築及設備其它公共設施工程","寶山鄉公所","簽核中"
"寶山鄉油田村三峰路1段鋪設水泥路面工程(35-48)","寶山鄉","80","80","一般建築及設備其它公共設施工程","寶山鄉公所","簽核中","-"
"北埔鄉北埔村中豐路86巷邊路燈設置(36-22)","北埔鄉","20","20","一般建築及設備其它公共設施工程","北埔鄉公所","辦理中","-"
"北埔鄉大湖社區發展協會購買柿子削皮機(36-23)","北埔鄉","260","260","一般建築及設備其它公共設施工程","北埔鄉公所","辦理中"
"新豐鄉中崙社區活動中心裝設遮雨棚(18-23)","新豐鄉","80","80","一般建築及設備其它公共設施工程","新豐鄉公所","簽核中","-"
"新竹縣北埔鄉水磜社區發展協會設備費(2-48)","北埔鄉","93","93","一般建築及設備其它公共設施工程","北埔鄉公所","辦理中"
"新竹縣湖口鄉和興國民小學小型工程(15-7)","湖口鄉","50","50","一般建築及設備其它公共設施工程","湖口鄉公所","辦理中"
"新竹縣新豐鄉松林國民小學改善教學設備(環保無塵黑板)(20-15)","新豐鄉","96","96","一般建築及設備其它公共設施工程","新豐鄉公所","簽核中","-新竹縣湖口鄉長安國民小學改善教學環境(20-18)","湖口鄉","96","96","一般建築及設備其它公共設施工程","湖口鄉公所","辦理中","-"
"關西鎮玉山里16鄰137號旁水泥路面鋪設(22-15)","關西鎮","95","95","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"新竹縣關西鎮東安國民小學(育英樓)充實設備(22-16)","關西鎮","30","30","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"關西鎮大同里12鄰連絡道路柏油路面工程(22-17)","關西鎮","95","95","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"關西鎮玉山里14鄰連絡道路柏油路面工程(22-18)","關西鎮","95","95","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"新埔鎮文山里褒忠路245巷157弄柏油路面加封補修工程(25-56)","新埔鎮","20","20","一般建築及設備其它公共設施工程","新埔鎮公所","辦理中","-"
"芎林鄉永興村7鄰王爺坑小段510地號鋪設路面工程(31-10)","芎林鄉","90","90","一般建築及設備其它公共設施工程","芎林鄉公所","辦理中","-"
"新竹縣竹東鎮陸豐國民小學防漏工程(31-11)","竹東鎮","50","50","一般建築及設備其它公共設施工程","竹東鎮公所","辦理中","-"
"寶山鄉深井村新林路1段鋪設水泥路面工程(35-49)","寶山鄉","80","80","一般建築及設備其它公共設施工程","寶山鄉公所","簽核中","-"
"寶山鄉大崎村大雅路1段鋪設柏油路面工程(35-50)","寶山鄉","80","80","一般建築及設備其它公共設施工程","寶山鄉公所","簽核中","-"
"寶山鄉新城村寶新路2段駁坎工程(35-51)","寶山鄉","80","80","一般建築及設備其它公共設施工程","寶山鄉公所","簽核中","-"
"寶山鄉雙溪村雙園路2段排水溝工程(35-52)","寶山鄉","80","80","一般建築及設備其它公共設施工程","寶山鄉公所","簽核中","-"
"新竹縣立竹北國民中學教學設備費(1-28)","竹北市","395","395","一般建築及設備其它公共設施工程","竹北市公所","辦理中","-"
"新竹縣立博愛國民中學充實設備費(5-16)","竹北市","99","99","一般建築及設備其它公共設施工程","竹北市公所","辦理中","-"
"新竹縣立石光國民中學改善教學環境(21-25)","關西鎮","98","98","一般建築及設備其它公共設施工程","關西鎮公所","簽核中","-新竹縣義勇消防總隊南區大隊設備費(27-41)","竹東鎮","50","50","一般建築及設備其它公共設施工程","竹東鎮公所","辦理中","-"
"橫山鄉南昌村集會所內部修繕及油漆工程(27-42)","橫山鄉","45","45","一般建築及設備其它公共設施工程","橫山鄉公所","簽核中","-"
"新竹縣義勇消防峨眉分隊購置救災裝備(36-24)","峨眉鄉","58.8","58.8","一般建築及設備其它公共設施工程","峨眉鄉公所","辦理中"
"北埔鄉外坪村內新設路燈(36-25)","北埔鄉","60","60","一般建築及設備其它公共設施工程","北埔鄉公所","辦理中"
"新埔鎮照門社區活動中心屋頂防水處理施作(8-14)","新埔鎮","25","25","一般建築及設備其它公共設施工程","新埔鎮公所","簽核中","-"
"橫山鄉橫山村3鄰路燈工程(27-43)","橫山鄉","24","24","一般建築及設備其它公共設施工程","橫山鄉公所","簽核中","-"
"橫山鄉大肚村1鄰新設路燈工程(27-44)","橫山鄉","8","8","一般建築及設備其它公共設施工程","橫山鄉公所","簽核中","-"
"竹東鎮五豐里路燈工程(28-20)","竹東鎮","30","30","一般建築及設備其它公共設施工程","竹東鎮公所","開口契約","明成工程行"
"竹東鎮柯湖里欄杆工程(28-21)","竹東鎮","90","90","一般建築及設備其它公共設施工程","竹東鎮公所","簽核中","-"
"新竹縣消防局竹東二重義消分隊充實設備(29-22)","竹東鎮","50","50","一般建築及設備其它公共設施工程","竹東鎮公所","簽核中","-"
"新竹縣政府警察局竹東分局二重派出所充實設備(29-23)","竹東鎮","50","50","一般建築及設備其它公共設施工程","竹東鎮公所","簽核中","-"
"二重義消分隊停車場設置遮雨棚(33-16)","竹東鎮","50","50","一般建築及設備其它公共設施工程","竹東鎮公所","簽核中","-"
"竹東鎮河濱公園槌球場拆卸式看台及欄杆增設工程(29-24)","竹東鎮","50","50","一般建築及設備其它公共設施工程","竹東鎮公所","簽核中","-"
"湖口鄉東興村山葉路26號旁(地號709至705-4)增設河提護欄(11-9)","湖口鄉","250","250","一般建築及設備其它公共設施工程","湖口鄉公所","簽核中","-"
"   67,776","    67,776單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"會員大會暨美麗人生保健講座活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","曾氏互助協會","無","無"
"農業栽培技術研習與會員聯誼活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","農友協進會","無","無"
"協會盃桌球邀請賽","竹北市","10","10","社政業務-推行社運工作-獎補助費","睿祥桌球發展協會","無","無"
"竹北分局鳳崗民防分隊春安治安座談會民防顧問與各分隊聯誼活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","警察局","無","無"
"竹北分局三民民防分隊春安工作協調會及聯誼活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","警察局","無","無"
"班隊成果表演、反詐騙、消防救災、家暴防治、婦幼安全宣導暨會員大會活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","泰和社區發展協會","無","無"
"長壽俱樂部長青慶生暨健康飲食講座活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","泰和社區發展協會","無","無"
"長壽俱樂部參訪績優社區文化觀摩暨政令宣導活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","泰和社區發展協會","無","無"
"健康講座暨會員大會活動","關西鎮","5","5","社政業務-推行社運工作-獎補助費","籃球協會","無","無"
"二重分會歲末聯歡暨健康講座活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","林姓宗親會","無","無"
"關西民防分隊春節隊員春安勤前教育及路口交通執勤講習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","警察局","無","無"
"太極氣功班歲末年終聯歡晚會活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","石光社區發展協會","無","無"
"東光歌唱班研習山歌活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","客曲薪傳研究會","無","無"
"健康講座暨會員大會活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","籃球協會","無","無"
"健康講座暨會員大會活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","余姓宗親會","無","無"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"長壽會用藥安全講座暨會員大會活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","石光社區發展協會","無","無"
"獨居老人、低收入戶之愛心補助活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","宗教民俗聯誼協會","無","無"
"農業栽培技術研習與會員聯誼活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","農友協進會","無","無"
